RefSeq,D_idx,Distance_bp,Distance_pc
NZ_CP008805,0,1661,0
NZ_CP013253,0,1659,0
NZ_CP012746,0,49362,1
NZ_CP020351,0,74041,1
NZ_CP012693,0,56148,0
NZ_CP010518,0,1921300,34
NZ_CP012253,0,195188,4
NZ_CP020581,0,9128,0
NZ_CP010875,0,1664,0
NZ_CP018664,0,9143,0
NZ_CP007483,0,2825,0
NZ_CP016300,0,9225,0
NZ_CP015941,0,148,0
NZ_CP010449,0,1237,0
NZ_CP014782,0,47968,0
NZ_CP012199,0,295707,6
NZ_CP007261,0,2691,0
NZ_CP012679,0,18827,0
NZ_CP013106,0,193,0
NZ_CP011762,0,44360,1
NZ_CP013301,0,7456,0
NZ_CP012202,0,3845,0
NZ_CP021376,0,52306,1
NZ_CP021425,0,689,0
NZ_CP013821,0,1482,0
NZ_CP017648,0,75,0
NZ_LN614827,0,22088,0
NZ_CP009265,0,2131,0
NZ_CP015115,0,2570,0
NZ_CP016554,0,10592,0
NZ_CP011958,0,231107,4
NZ_CP016874,0,460,0
NZ_CP024159,0,1012,0
NZ_CP015343,0,456,0
NZ_CP025582,0,739,0
NZ_CP011929,0,21692,0
NZ_CP012480,0,600,0
NZ_CP012125,0,1663,0
NZ_CP013685,0,2695,0
NZ_CP018093,0,48023,2
NZ_CP019959,0,1986,0
NZ_CP015001,0,24925,0
NZ_CP006745,0,716804,47
NZ_CP016162,0,5364,0
NZ_CP015600,0,1857,0
NZ_CP017353,0,18846,0
NZ_CP012947,0,99502,1
NZ_CP015024,0,23431,0
NZ_CP013975,0,3640,0
NZ_CP019020,0,37435,0
NZ_CP015138,0,2358,0
NZ_CP007292,0,2691,0
NZ_CP007211,0,2687,0
NZ_CP017674,0,166042,4
NZ_CP023465,0,29279,0
NZ_CP012344,0,75285,1
NZ_CP013311,0,39667,1
NC_014306,0,2502,0
NC_012967,0,55280,1
NZ_CP012128,0,28300,0
NZ_CP014664,0,2694,0
NZ_CP011597,0,2365,0
NZ_CP014539,0,9229,0
NZ_CP011702,0,41387,1
NZ_CP015567,0,5464,0
NZ_CP020814,0,1637,0
NZ_CP016868,0,460,0
NZ_CP014343,0,10211,0
NZ_LT632614,0,260,0
NC_017448,0,20423,0
NZ_CP013861,0,10130,0
NZ_CP011961,0,112029,2
NZ_LN854573,0,9185,0
NZ_CP007507,0,2692,0
NZ_CP017969,0,12739,0
NZ_CP017751,0,261138,6
NZ_CP014667,0,1661,0
NZ_CP012349,0,10660,0
NZ_CP019687,0,4351,0
NZ_CP021749,0,1038970,20
NZ_CP015951,0,127,0
NZ_CP013923,0,29591,0
NZ_CP023299,0,7027,0
NZ_CP011379,0,748,0
NZ_CP009217,0,904516,48
NZ_CP012153,0,146,0
NZ_CP011047,0,46146,1
NZ_CP008849,0,11720,0
NZ_CP019008,0,1660,0
NZ_CP012352,0,4230,0
NZ_CP013924,0,187,0
NZ_CP011039,0,4311,0
NZ_CP009450,0,65754,1
NZ_LT906452,0,468,0
NZ_CP011288,0,2369,0
NZ_CP007252,0,2691,0
NZ_CP009028,0,46093,0
NZ_CP024826,0,66323,1
NZ_CP018830,0,4351,0
NZ_CP012522,0,1183,0
NZ_CP021885,0,1767,0
NZ_CP007410,0,6079,0
NZ_CP009092,0,2690,0
NZ_CP015932,0,148,0
NZ_CP018421,0,9126,0
NZ_CP019087,0,81864,1
NZ_CP022101,0,7155,0
NC_011205,0,2683,0
NZ_CP012871,0,54744,1
NZ_CP015923,0,2695,0
NZ_CP016172,0,37896,0
NZ_CP013183,0,44143,0
NZ_CP009037,0,52970,0
NZ_CP009010,0,124256,2
NZ_CP022001,0,17191,0
NZ_CP024855,0,1655,0
NZ_CP007248,0,2683,0
NZ_CP025197,0,9047,0
NZ_CP014967,0,1787,0
NZ_CP023474,0,1034,0
NZ_CP013006,0,70825,1
NZ_CP023536,0,55479,1
NZ_CP010157,0,160505,3
NZ_CP012633,0,83615,1
NZ_CP010441,0,58796,1
NZ_CP015947,0,148,0
NZ_CP018022,0,230,0
NZ_CP007793,0,60526,1
NZ_CP015956,0,2882,0
NZ_CP012132,0,41387,1
NZ_CP019038,0,51035,0
NZ_CP015906,0,7255,0
NZ_CP010976,0,2049,0
NZ_LN868200,0,9149,0
NZ_CP015897,0,7599,0
NZ_CP009429,0,145366,2
NZ_CP017770,0,2066,0
NZ_CP015876,0,29619,0
NZ_CP012911,0,11962,0
NZ_CP010231,0,1663,0
NZ_CP016345,0,6458,0
NZ_CP007720,0,66120,3
NZ_CP011256,0,73690,1
NZ_CP009019,0,124267,2
NZ_CP016030,0,391,0
NZ_CP010134,0,1666,0
NZ_CP022353,0,54657,1
NZ_CP009090,0,2695,0
NZ_CP019120,0,4466,0
NZ_CP007581,0,2677,0
NZ_CP009125,0,3084,0
NZ_CP017458,0,333,0
NZ_CP019181,0,2693,0
NZ_CP005995,0,2678,0
NZ_CP010219,0,1655,0
NZ_CP009859,0,1664,0
NZ_CP011058,0,3717,0
NZ_CP010444,0,60791,1
NZ_CP014979,0,1788,0
NZ_CP024185,0,28094,1
NZ_CP008957,0,1664,0
NZ_CP017190,0,120796,2
NZ_CP017149,0,7788,0
NZ_CP015118,0,471897,7
NZ_CP022988,0,3965,0
NZ_LT897797,0,4708,0
NZ_CP014941,0,1561,0
NZ_CP024443,0,11612,0
NZ_CP012294,0,1602,0
NZ_CP023804,0,3486,0
NZ_CP016012,0,2693,0
NZ_CP007810,0,194512,4
NZ_CP015145,0,395,0
NZ_CP024880,0,61134,1
NZ_CP017787,0,4153,0
NZ_CP015612,0,3153,0
NZ_CP007532,0,2683,0
NZ_CP023720,0,21737,0
NZ_CP016930,0,11749,0
NZ_CP011416,0,1655,0
NZ_CP015821,0,14030,0
NZ_CP018846,0,170425,2
NZ_CP003183,0,6116,0
NZ_CP011798,0,1301,0
NZ_CP008925,0,2677,0
NZ_CP023641,0,15714,0
NZ_CP019034,0,9143,0
NZ_CP012154,0,9961,0
NZ_CP025053,0,1652,0
NZ_LN879430,0,15647,0
NZ_CP015442,0,2337,0
NZ_CP018758,0,39757,0
NZ_CP017249,0,58571,1
NZ_CP012622,0,146,0
NZ_CP014136,0,1068,0
NZ_CP017100,0,1655,0
NZ_CP014774,0,3937,0
NZ_CP015995,0,27288,0
NZ_CP020574,0,9128,0
NZ_CP018202,0,66265,1
NZ_CP007392,0,1663,0
NZ_CP019323,0,623,0
NZ_LT828648,0,7623,0
NZ_CP024613,0,9128,0
NZ_CP009460,0,1879,0
NZ_CP011032,0,2049,0
NZ_CP014225,0,1657,0
NZ_CP017165,0,2870,0
NZ_CP013344,0,273866,5
NZ_CP016193,0,187,0
NZ_CP023398,0,4324,0
NZ_CP015512,0,6227,0
NZ_CP011132,0,2117,0
NZ_CP009158,0,68025,3
NZ_CP013806,0,1482,0
NZ_CP007166,0,1996,0
NZ_CP018983,0,1655,0
NZ_CP010438,0,51544,1
NZ_CP011863,0,1289,0
NZ_CP016592,0,12352,0
NZ_CP007445,0,683,0
NZ_CP015774,0,29289,0
NZ_CP012299,0,17340,0
NZ_CP007495,0,5210,0
NZ_CP013934,0,3085,0
NZ_CP012582,0,18752,0
NZ_CP016043,0,12146,0
NZ_CP013663,0,1663,0
NZ_CP015903,0,7131,0
NZ_CP017007,0,4471,0
NZ_CP022043,0,929,0
NZ_CP021342,0,9140,0
NZ_CP018332,0,386,0
NZ_CP024576,0,773,0
NZ_CP018256,0,9225,0
NZ_LT855380,0,19765,0
NZ_CP023784,0,3287,0
NZ_CP009847,0,248,0
NZ_CP013612,0,561990,42
NZ_CP013786,0,1481,0
NZ_CP021999,0,18825,0
NZ_CP009769,0,3359,0
NZ_AP014855,0,2355,0
NZ_CP015594,0,59937,2
NZ_CP010167,0,1663,0
NZ_CP016210,0,40653,0
NZ_CP020597,0,9133,0
NZ_CP017180,0,104954,2
NZ_CP009273,0,1664,0
NZ_CP016385,0,2683,0
NZ_CP013124,0,10743,0
NZ_CP018801,0,1346783,28
NZ_CP009104,0,1661,0
NZ_CP007759,0,3389,0
NZ_CP021950,0,1465,0
NZ_CP007425,0,2690,0
NZ_CP017656,0,3190,0
NZ_CP015936,0,148,0
NZ_CP015846,0,1663,0
NZ_CP007540,0,2500,0
NZ_CP013993,0,1652,0
NZ_CP016307,0,88241,2
NZ_CP013479,0,18814,0
NZ_CP015076,0,1664,0
NZ_CP008897,0,26110,0
NZ_CP007785,0,4283,0
NZ_CP007706,0,68370,5
NZ_CP007594,0,1655,0
NZ_CP007528,0,2687,0
NZ_CP006830,0,1663,0
NZ_CP016383,0,7989,0
NZ_CP013742,0,127,0
NZ_CP012009,0,2371,0
NZ_CP019343,0,35149,0
NZ_CP011709,0,41387,1
NZ_CP006956,0,9220,0
NZ_CP021382,0,48907,0
NZ_CP015925,0,148,0
NZ_CP013826,0,12154,0
NZ_CP010845,0,33788,0
NZ_CP007031,0,3231,0
NZ_CP009962,0,100520,1
NZ_CP013726,0,3085,0
NZ_CP021879,0,1666,0
NZ_CP013477,0,1643,0
NZ_CP017073,0,17959,0
NZ_CP011319,0,168884,2
NZ_CP008995,0,46089,0
NZ_CP013913,0,3786,0
NZ_CP014358,0,2685,0
NZ_CP012001,0,18728,0
NZ_CP018888,0,2463,0
NZ_CP019051,0,56903,1
NZ_CP011025,0,2658,0
NZ_CP010344,0,1655,0
NZ_CP007246,0,2685,0
NZ_CP012676,0,8761,0
NZ_CP015625,0,15035,0
NZ_LT906477,0,211,0
NZ_CP017715,0,9529,0
NZ_AP017617,0,1663,0
NZ_CP021840,0,1657,0
NZ_CP012584,0,9067,0
NZ_CP024889,0,1655,0
NZ_CP017296,0,10940,0
NZ_CP017040,0,10729,0
NZ_CP006262,0,1664,0
NZ_CP007156,0,16329,0
NZ_CP006632,0,1657,0
NZ_CP015953,0,148,0
NZ_CP015241,0,1663,0
NZ_CP011324,0,1663,0
NZ_CP010280,0,2683,0
NZ_CP013187,0,2329,0
NZ_CP011572,0,1366,0
NZ_CP014545,0,55038,1
NZ_CP006857,0,46095,0
NZ_CP011938,0,54343,1
NZ_CP014546,0,1162,0
NZ_CP011365,0,2691,0
NZ_CP012066,0,18816,0
NZ_CP020604,0,7095,0
NZ_CP017306,0,1653,0
NZ_CP017642,0,9121,0
NZ_CP012513,0,2678,0
NZ_CP012648,0,652,0
NZ_CP011193,0,15921,0
NZ_CP017831,0,3024,0
NZ_CP015929,0,148,0
NZ_LT906446,0,814,0
NZ_CP014522,0,2353,0
NZ_CP016673,0,29367,1
NZ_CP013235,0,60116,1
NZ_CP019172,0,2687,0
NZ_CP016406,0,125051,2
NZ_CP015907,0,6682,0
NZ_CP016504,0,2685,0
NC_013316,0,466,0
NC_013316,1,1303,0
NZ_CP015899,0,6455,0
NZ_CP012162,0,68918,1
NZ_CP012580,0,5264,0
NZ_CP012831,0,75046,1
NZ_CP013773,0,1477,0
NZ_CP009458,0,20413,0
NZ_CP021474,0,6284,0
NZ_CP008728,0,5598,0
NZ_CP015933,0,127,0
NZ_CP021736,0,1661,0
NZ_CP011746,0,41387,1
NZ_CP009243,0,2090,0
NC_004193,0,6507,0
NC_004193,1,4686,0
NZ_CP010117,0,1665,0
NZ_CP013009,0,8492,0
NZ_CP015834,0,1663,0
NZ_CP018139,0,136763,3
NZ_CP016214,0,18819,0
NZ_CP007709,0,115409,5
NZ_CP007267,0,2684,0
NZ_CP011343,0,1663,0
NC_014011,0,632,0
NC_014011,1,2268,0
NZ_CP015433,0,2012,0
NZ_CP015379,0,3094,0
NZ_CP020590,0,9137,0
NZ_CP012487,0,49065,0
NZ_CP015344,0,478,0
NZ_CP022207,0,3163,0
NZ_CP024911,0,9123,0
NZ_CP011956,0,23678,0
NZ_CP019947,0,10756,0
NZ_CP022164,0,71783,1
NZ_CP015944,0,127,0
NZ_CP010180,0,1663,0
NZ_CP012621,0,7167,0
NZ_CP012578,0,18751,0
NZ_CP012076,0,20893,0
NZ_CP015579,0,4460,0
NZ_CP021430,0,2837,0
NZ_CP016948,0,1265,0
NZ_CP023610,0,2090,0
NZ_CP006579,0,16474,0
NZ_CP016022,0,105367,2
NZ_CP016569,0,2683,0
NZ_CP010237,0,56769,1
NZ_CP025048,0,1663,0
NZ_CP013481,0,62129,1
NZ_CP011020,0,202552,3
NZ_CP007222,0,2679,0
NZ_CP014026,0,549,0
NZ_CP015347,0,147750,3
NZ_CP019185,0,34130,0
NC_003997,0,3203,0
NC_003997,1,4914,0
NZ_CP019178,0,10708,0
NZ_CP019204,0,2680,0
NZ_CP020015,0,420,0
NZ_CP014646,0,85745,2
NZ_CP018614,0,3502,0
NZ_CP009088,0,2685,0
NZ_CP015243,0,59344,1
NZ_CP017482,0,2445,0
NZ_CP023789,0,3486,0
NZ_CP018835,0,8288,0
NZ_CP009789,0,1655,0
NZ_CP016412,0,127879,2
NZ_CP015949,0,476,0
NZ_CP011073,0,2425111,45
NZ_CP009084,0,2691,0
NZ_CP019091,0,62744,1
NC_004567,0,1461,0
NC_004567,1,3166,0
NZ_CP010228,0,1666,0
NZ_CP021775,0,8960,0
NZ_CP010145,0,54482,1
NZ_CP013313,0,7456,0
NZ_CP024011,0,12816,0
NZ_CP017289,0,36854,0
NZ_CP013245,0,18813,0
NZ_CP023587,0,2098,0
NZ_CP016645,0,249048,11
NZ_CP018677,0,9525,0
NC_006582,0,3121,0
NC_006582,1,4826,0
NZ_CP009238,0,95,0
NZ_CP022097,0,18362,0
NZ_CP007259,0,2691,0
NZ_CP017186,0,1660,0
NZ_CP009093,0,2684,0
NC_003212,0,1084,0
NC_003212,1,2789,0
NZ_CP014661,0,2694,0
NZ_CP018024,0,3766,0
NZ_CP025328,0,51693,1
NZ_CP007360,0,2684,0
NZ_CP023627,0,2090,0
NZ_CP012599,0,1864846,41
NZ_CP016684,0,29313,1
NZ_CP013678,0,13980,0
NZ_CP019882,0,3406,0
NZ_CP019000,0,1657,0
NZ_CP017985,0,7584,0
NZ_CP017689,0,454,0
NZ_CP007721,0,8162,0
NZ_CP012697,0,190268,4
NZ_CP011959,0,140466,2
NZ_CP014621,0,2826,0
NZ_CP016978,0,9013,0
NZ_CP007262,0,2690,0
NZ_CP019405,0,2693,0
NZ_CP013791,0,1482,0
NZ_CP009091,0,2683,0
NZ_CP006692,0,2492,0
NZ_CP009617,0,613,0
NC_003869,0,1454,0
NC_003869,1,238,0
NZ_CP021939,0,1455,0
NZ_CP022139,0,39785,0
NZ_CP021927,0,1657,0
NZ_CP014996,0,12100,0
NZ_CP023630,0,2091,0
NZ_CP024819,0,1349,0
NZ_CP013926,0,4442,0
NZ_CP014270,0,1663,0
NZ_CP024780,0,3089,0
NZ_CP010171,0,54456,1
NZ_CP017938,0,9013,0
NC_017342,0,18674,0
NC_017342,1,20539,0
NZ_CP017884,0,44361,1
NZ_CP014476,0,119087,2
NZ_CP022684,0,15625,0
NZ_CP016656,0,29372,1
NZ_CP024933,0,3491,0
NZ_CP014046,0,9163,0
NZ_CP025050,0,85761,1
NZ_LT906457,0,23361,0
NZ_CP022034,0,23411,0
NZ_CP006929,0,2180,0
NZ_CP016754,0,36780,0
NC_013946,0,14289,0
NC_013946,1,12612,0
NZ_CP016076,0,2832,0
NZ_CP012126,0,1664,0
NZ_CP016668,0,474304,21
NZ_CP024838,0,1451,0
NZ_CP019750,0,2319,0
NZ_CP018495,0,147222,12
NZ_CP017420,0,31735,0
NZ_CP013828,0,6157,0
NZ_CP023636,0,2098,0
NZ_CP023633,0,2090,0
NZ_CP018319,0,4858,0
NZ_CP013936,0,3087,0
NZ_CP013303,0,7422,0
NZ_HG938372,0,1833,0
NZ_CP013987,0,41449,0
NZ_CP022086,0,1853,0
NZ_CP015444,0,9049,0
NZ_CP013952,0,1668,0
NZ_CP019410,0,2683,0
NC_017465,0,3031,0
NC_017465,1,5173,0
NZ_CP011242,0,41674,1
NC_003028,0,807,0
NC_003028,1,741,0
NZ_CP023808,0,3485,0
NZ_CP016650,0,29371,1
NZ_CP014316,0,2354,0
NZ_CP023599,0,2098,0
NZ_CP021479,0,2318,0
NZ_CP014007,0,123376,2
NZ_CP004887,0,1690,0
NZ_CP010361,0,4599,0
NZ_CP016579,0,2685,0
NZ_CP009427,0,2098,0
NZ_CP015750,0,10696,0
NZ_CP010784,0,42537,1
NZ_CP016177,0,5650,0
NZ_CP007787,0,46541,1
NZ_LN877293,0,1699053,32
NZ_CP012635,0,1668,0
NZ_LN890520,0,2678,0
NC_008262,0,4356,0
NC_008262,1,2324,0
NZ_CP012096,0,1354,0
NZ_CP010876,0,1664,0
NZ_CP018632,0,1789,0
NC_008578,0,5021,0
NC_008578,1,6946,0
NZ_CP019558,0,1663,0
NZ_CP006957,0,62641,2
NZ_CP023054,0,1049,0
NZ_CP010151,0,51572,1
NZ_CP018513,0,147323,12
NZ_CP005927,0,1041,0
NZ_CP014070,0,1692,0
NZ_CP025520,0,1663,0
NZ_CP022186,0,37189,0
NC_013798,0,158,0
NC_013798,1,1693,0
NZ_CP017177,0,36744,0
NZ_CP019085,0,81864,1
NZ_CP023617,0,2090,0
NZ_CP021757,0,1446,0
NZ_CP019688,0,33318,1
NZ_CP022117,0,11895,0
NZ_CP010965,0,56538,1
NZ_CP025057,0,159,0
NZ_CP015831,0,2500,0
NZ_CP018909,0,9758,0
NZ_CP007215,0,25455,0
NZ_CP017581,0,32055,0
NZ_CP009850,0,1313,0
NZ_CP016514,0,2685,0
NC_017343,0,19920,0
NC_017343,1,18055,0
NZ_CP016170,0,3864,0
NZ_CP023590,0,2090,0
NZ_CP012192,0,24697,0
NZ_CP015641,0,17372,0
NZ_CP007133,0,1664,0
NC_017299,0,46,0
NC_017299,1,1699,0
NC_006086,0,2790,0
NC_006086,1,1257,0
NZ_CP020092,0,1661,0
NZ_CP007697,0,66120,3
NZ_CP015926,0,2870,0
NZ_HG738867,0,1668,0
NZ_CP017454,0,1625,0
NZ_CP013653,0,3357,0
NZ_CP023537,0,131260,3
NZ_CP009626,0,1493,0
NC_017568,0,2665,0
NC_017568,1,1106,0
NZ_CP024086,0,18420,0
NZ_CP016889,0,9129,0
NZ_CP018195,0,6116,0
NZ_CP010673,0,42537,1
NZ_CP014495,0,1663,0
NZ_CP024885,0,1522,0
NC_017481,0,1696,0
NC_017481,1,683,0
NC_013714,0,567,0
NC_013714,1,2463,0
NZ_CP009765,0,9209,0
NZ_CP017240,0,18935,1
NC_008022,0,4950,0
NC_008022,1,3402,0
NZ_CP012046,0,17929,0
NZ_CP020058,0,1665,0
NZ_CP019970,0,1050,0
NC_013199,0,2346,0
NC_013199,1,538,0
NZ_CP013702,0,2684,0
NZ_CP019041,0,13655,0
NZ_CP013178,0,16383,0
NZ_CP022358,0,23798,0
NZ_CP010132,0,1661,0
NZ_CP013811,0,1482,0
NZ_CP016358,0,1657,0
NZ_CP012396,0,36781,0
NZ_CP012268,0,96925,2
NZ_CP019240,0,401832,10
NZ_CP019326,0,27620,0
NZ_CP019442,0,2679,0
NZ_CP011406,0,8118,0
NZ_CP016044,0,11128,0
NZ_CP012346,0,36812,0
NZ_CP023596,0,2090,0
NZ_CP009781,0,1752,0
NZ_CP015229,0,1657,0
NZ_CP019198,0,22650,0
NZ_CP023070,0,39588,0
NZ_CP016828,0,71364,1
NC_008618,0,9206,0
NC_008618,1,11088,0
NZ_CP007710,0,1488,0
NZ_CP015930,0,148,0
NZ_CP011259,0,1047553,21
NZ_CP007249,0,2685,0
NZ_CP009100,0,2090,0
NZ_CP024477,0,18812,0
NZ_CP013757,0,1472,0
NZ_CP024965,0,151,0
NZ_CP010177,0,1666,0
NZ_LM995446,0,1663,0
NZ_CP019414,0,2823,0
NZ_CP017919,0,10583,0
NZ_HG941718,0,1661,0
NZ_CP022427,0,2794,0
NZ_CP010160,0,1663,0
NZ_CP011790,0,2684,0
NZ_CP007158,0,5182,0
NZ_CP010330,0,2090,0
NZ_CP017232,0,36761,0
NC_009443,0,1617,0
NC_009443,1,3168,0
NZ_CP015613,0,1032,0
NZ_CP018191,0,5831,0
NZ_CP023605,0,2090,0
NZ_CP012028,0,27885,1
NZ_CP018037,0,41386,1
NZ_CP012257,0,26958,0
NZ_CP019799,0,18701,0
NZ_CP023656,0,66750,1
NZ_CP009832,0,9339,0
NZ_CP011962,0,42782,0
NC_007514,0,18054,0
NC_007514,1,16142,0
NZ_CP012426,0,46593,0
NZ_CP007761,0,3482,0
NZ_CP022526,0,20007,0
NZ_CP020465,0,22727,0
NZ_CP025085,0,2115,0
NC_014376,0,3048,0
NC_014376,1,1312,0
NZ_CP009013,0,124255,2
NZ_CP019697,0,2704,0
NC_014218,0,2338,0
NC_014218,1,4316,0
NZ_CP016594,0,10186,0
NZ_CP025461,0,1455,0
NZ_CP019088,0,81866,1
NZ_CP025257,0,24687,2
NZ_CP022823,0,25852,0
NZ_CP007175,0,2691,0
NZ_CP019121,0,6126,0
NZ_CP018809,0,11148,0
NC_017592,0,798,0
NC_017592,1,748,0
NZ_CP019029,0,1665,0
NZ_CP011427,0,76337,1
NZ_CP016525,0,2677,0
NZ_CP015724,0,38111,0
NZ_CP016014,0,36768,0
NZ_CP015972,0,121320,2
NZ_CP017440,0,2924,0
NZ_LT576034,0,6396,0
NZ_CP022003,0,36744,0
NZ_CP009448,0,32562,0
NZ_CP015945,0,148,0
NC_017338,0,13212,0
NC_017338,1,11347,0
NZ_CP008761,0,19010,1
NZ_CP011289,0,2368,0
NZ_CP013778,0,1477,0
NZ_CP014017,0,34281,0
NZ_CP022663,0,2677,0
NZ_CP016674,0,29366,1
NZ_CP022050,0,1592,0
NZ_CP009499,0,75337,1
NZ_CP020415,0,45668,2
NZ_CP023624,0,2098,0
NC_008532,0,831,0
NC_008532,1,729,0
NC_008705,0,7832,0
NC_008705,1,5787,0
NZ_CP024162,0,7422,0
NZ_CP024970,0,48704,1
NZ_CP013305,0,7422,0
NZ_CP015937,0,148,0
NC_007793,0,12849,0
NC_007793,1,10984,0
NZ_CP016669,0,46917,2
NZ_CP016392,0,16346,0
NZ_CP016351,0,3685,0
NZ_CP020017,0,143,0
NZ_CP016347,0,10115,0
NZ_CP018121,0,1655,0
NZ_CP024830,0,1655,0
NZ_CP020837,0,65378,1
NZ_CP013393,0,26423,0
NZ_LT906461,0,8694,0
NC_017834,0,3172,0
NC_017834,1,949,0
NZ_CP019012,0,1668,0
NZ_CP022151,0,24050,0
NZ_CP016944,0,272,0
NZ_CP010271,0,48,0
NZ_CP017727,0,26100,0
NC_017317,0,678,0
NC_017317,1,3169,0
NZ_CP011254,0,3686,0
NZ_CP016306,0,1002,0
NZ_CP023621,0,2090,0
NZ_CP007698,0,8157,0
NC_017546,0,812,0
NC_017546,1,2605,0
NC_013595,0,3153,0
NC_013595,1,5442,0
NC_014392,0,1959,0
NC_014392,1,3972,0
NC_014550,0,15194,0
NC_014550,1,13266,0
NZ_CP019183,0,2694,0
NZ_CP007738,0,112273,5
NC_014334,0,1832,0
NC_014334,1,184,0
NZ_CP019868,0,29,0
NZ_CP025077,0,7443,0
NZ_CP007253,0,2685,0
NZ_CP017899,0,6348,0
NZ_CP023593,0,2090,0
NZ_CP013338,0,37847,0
NZ_CP023585,0,2098,0
NZ_CP009866,0,19682,0
NC_006449,0,832,0
NC_006449,1,728,0
NC_007929,0,1204,0
NC_007929,1,486,0
NZ_HG969192,0,11217,0
NZ_CP024859,0,1666,0
NZ_LT605586,0,2718,0
NZ_CP013046,0,9273,0
NZ_CP015934,0,33201,0
NC_014639,0,1931,0
NC_014639,1,3678,0
NZ_CP018991,0,1655,0
NZ_CP024611,0,9128,0
NZ_LN832404,0,1657,0
NZ_CP016625,0,1663,0
NC_012968,0,244,0
NC_012968,1,1950,0
NZ_CP022133,0,9458,0
NZ_CP025003,0,1880,0
NZ_CP009106,0,31000,0
NZ_CP020053,0,1364,0
NZ_CP016679,0,29372,1
NZ_CP016341,0,5182,0
NC_005945,0,3203,0
NC_005945,1,4914,0
NZ_CP013448,0,80579,2
NZ_CP023466,0,11732,0
NZ_CP007247,0,2683,0
NZ_CP016393,0,9592,0
NZ_CP018192,0,6117,0
NZ_CP014360,0,23017,0
NZ_CP025008,0,11299,0
NZ_CP022550,0,29275,0
NZ_CP009407,0,186,0
NZ_CP009031,0,52969,0
NZ_CP019730,0,6795,0
NZ_CP025266,0,9127,0
NZ_CP016980,0,845,0
NZ_CP016312,0,11979,0
NZ_CP011200,0,41387,1
NZ_CP010119,0,1660,0
NC_014654,0,2830,0
NC_014654,1,4660,0
NC_013520,0,3113,0
NC_013520,1,917,0
NZ_CP015954,0,148,0
NZ_CP023371,0,1860,0
NZ_CP016652,0,29367,1
NZ_LT906480,0,14681,0
NZ_CP013928,0,11591,0
NZ_CP016224,0,69343,1
NZ_CP025268,0,1661,0
NZ_CP014268,0,70759,1
NZ_CP018487,0,147324,12
NC_014019,0,2459,0
NC_014019,1,646,0
NZ_CP022473,0,9990,0
NZ_CP020825,0,36745,0
NZ_HF572917,0,1664,0
NZ_CP016657,0,29368,1
NZ_CP016935,0,278,0
NZ_CP021896,0,1631,0
NZ_CP021852,0,1541,0
NZ_CP020026,0,78156,2
NZ_CP009559,0,2680,0
NZ_CP017251,0,58571,1
NZ_CP011884,0,9990,0
NC_017469,0,4524,0
NC_017469,1,2738,0
NZ_CP016675,0,576655,26
NZ_CP019777,0,1664,0
NZ_CP006882,0,648,0
NZ_CP017844,0,1666,0
NC_008023,0,4334,0
NC_008023,1,2786,0
NZ_CP012145,0,106927,2
NZ_CP025036,0,48500,0
NZ_CP019417,0,2691,0
NZ_CP018247,0,1664,0
NZ_CP024421,0,147833,12
NC_013411,0,4483,0
NC_013411,1,2806,0
NZ_CP018867,0,1959,0
NZ_CP018237,0,1663,0
NZ_CP011942,0,2684,0
NZ_CP023602,0,2098,0
NZ_CP010137,0,1333,0
NZ_CP013944,0,737,0
NZ_CP018561,0,147315,12
NZ_CP020381,0,2090,0
NZ_CP019944,0,36447,0
NZ_CP016163,0,31795,1
NZ_CP011194,0,41387,1
NZ_CP010169,0,1661,0
NZ_CP016447,0,445300,9
NZ_CP013796,0,1486,0
NZ_CP011305,0,22590,0
NZ_CP018778,0,2096,0
NZ_CP018303,0,2090,0
NC_008769,0,31765,0
NC_008769,1,2098,0
NZ_CP017638,0,2280,0
NZ_CP015908,0,7127,0
NZ_CP018312,0,56929,1
NC_015428,0,3456,0
NC_015428,1,5152,0
NZ_CP007263,0,2689,0
NZ_CP016662,0,29371,1
NC_008541,0,392700,8
NC_008541,1,390776,8
NZ_CP018713,0,7584,0
NZ_CP008751,0,147281,12
NC_017340,0,12516,0
NC_017340,1,10651,0
NC_004350,0,466,0
NC_004350,1,2072,0
NZ_CP016972,0,2091,0
NC_003030,0,11235,0
NC_003030,1,9485,0
NZ_CP007682,0,115423,5
NZ_CP014583,0,1666,0
NZ_CP014137,0,3003,0
NZ_CP012201,0,3566,0
NZ_CP024176,0,28136,1
NC_017482,0,1135,0
NC_017482,1,663,0
NZ_CP023614,0,2091,0
NZ_CP016007,0,1657,0
NZ_CP011331,0,1659,0
NZ_CP021844,0,51558,0
NC_008497,0,38,0
NC_008497,1,1799,0
NC_008593,0,12728,0
NC_008593,1,10972,0
NZ_CP024954,0,6929,0
NZ_CP006269,0,515,0
NZ_LT906435,0,59297,1
NZ_CP024967,0,213,0
NZ_CP009264,0,8789,0
NZ_CP024881,0,1791,0
NZ_CP017181,0,1313,0
NZ_CP023487,0,1451,0
NC_017456,0,2517,0
NC_017456,1,493,0
NZ_LT599498,0,39893,1
NZ_CP024898,0,2307,0
NZ_CP015912,0,1663,0
NC_004606,0,4976,0
NC_004606,1,3428,0
NZ_CP014525,0,771,0
NZ_CP015950,0,148,0
NZ_CP022407,0,1668,0
NZ_CP023611,0,2098,0
