RefSeq,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NZ_CP019410,4618056,0.5219206956347,"(314.28289580345154, 1.6112024784088135, 352.8293719291687)",3864681,2690951,nan,nan,nan,nan,nan,nan,nan,nan,0.7150981145948995,0.3092551452289638,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.6663469753636457,0.4067128041079441,nan,nan,nan,nan,nan,nan,nan,nan,0.5789473684210527,0.42105263157894735,nan,nan,nan,nan,nan,nan,nan,nan,1.5887144662991934,-1.238806169975363,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013745,4264061,0.6078142409313563,"(247.413099527359, 1.5194847583770752, 279.6272804737091)",3601900,3098023,16,2281009,1848170,nan,nan,nan,nan,nan,0.641596851789002,0.31904447530914787,0.29445115877142114,0.14410746393639726,0.1308989037288248,nan,nan,nan,nan,nan,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.2631578947368421,nan,nan,nan,nan,nan,0.9994934416148838,0.7228380099681906,0.6167999958388815,0.25065855479730725,0.0005065583851161515,nan,nan,nan,nan,nan,0.45161290322580644,0.16129032258064516,0.12903225806451613,0.12903225806451613,0.12903225806451613,nan,nan,nan,nan,nan,1.2500978796493376,-1.0461838542263289,-1.0117409461727371,-1.006966159770145,-1.014558035953855,nan,nan,nan,nan,nan
NZ_LT576033,2654663,0.6728564039955354,"(152.35494256019592, 0.5917625427246094, 172.86976099014282)",1411,2415119,1949192,992832,1522705,1739993,1225022,nan,nan,nan,0.5318956487532939,0.3531066000550829,0.2861798234896548,0.1782081178849596,0.10333053560322684,0.09585697306306228,0.028288778051194355,nan,nan,nan,0.4,0.16,0.04,0.04,0.04,0.24,0.08,nan,nan,nan,0.9956869462598816,0.7993198001652486,0.41853947046896445,0.19462435365487885,0.06999160680968053,0.24757091918918683,0.004866334153583063,nan,nan,nan,0.2,0.1,0.4,0.3,0.0,0.0,0.0,nan,nan,nan,-0.7121837240258886,-1.1040656383814573,-1.102068915799749,-1.009006189798158,-1.0419274058473187,-1.0739558662203033,-1.0242381009433652,nan,nan,nan
NZ_CP022989,4378888,0.6323089332268832,"(253.16732215881348, 1.9560329914093018, 283.84157061576843)",1224369,13702,nan,nan,nan,nan,nan,nan,nan,nan,0.8205900910097208,0.17940990899027917,nan,nan,nan,nan,nan,nan,nan,nan,0.5625,0.4375,nan,nan,nan,nan,nan,nan,nan,nan,0.9992702730291624,0.0007297269708375076,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,1.0069757560157813,-1.1652148772401185,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016980,1162140,0.5733620734162838,"(85.11865329742432, 0.8107175827026367, 94.54614090919495)",816,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000219845370082,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_018608,2782313,0.3294043481089295,"(155.26555395126343, 1.432832956314087, 175.02630591392517)",24505,2088234,nan,nan,nan,nan,nan,nan,nan,nan,0.7768164498449593,0.22318355015504043,nan,nan,nan,nan,nan,nan,nan,nan,0.7,0.3,nan,nan,nan,nan,nan,nan,nan,nan,0.9988704021664575,0.001129597833542384,nan,nan,nan,nan,nan,nan,nan,nan,0.631578947368421,0.3684210526315789,nan,nan,nan,nan,nan,nan,nan,nan,1.0087360324799404,-1.0599414910155085,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007758,2105950,0.5720810085709537,"(147.75295734405518, 1.0101423263549805, 165.76780939102173)",2104008,1711708,nan,nan,nan,nan,nan,nan,nan,nan,0.6992880403469185,0.3007119596530815,nan,nan,nan,nan,nan,nan,nan,nan,0.6,0.4,nan,nan,nan,nan,nan,nan,nan,nan,0.9978641210407556,0.002135878959244497,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan,1.220381877131934,-1.0006999778120482,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015607,4070488,0.41408843362270076,"(234.52063584327698, 1.2899425029754639, 261.63203382492065)",128702,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_016799,2535346,0.5362120199767606,"(152.79517936706543, 1.2952485084533691, 172.6219551563263)",2522802,314170,nan,nan,nan,nan,nan,nan,nan,nan,0.8096277849418545,0.19037221505814542,nan,nan,nan,nan,nan,nan,nan,nan,0.6428571428571429,0.35714285714285715,nan,nan,nan,nan,nan,nan,nan,nan,0.9965525277578946,0.0034474722421053983,nan,nan,nan,nan,nan,nan,nan,nan,0.7894736842105263,0.21052631578947367,nan,nan,nan,nan,nan,nan,nan,nan,1.0110039378452909,-1.0867897564117195,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023623,4411290,0.6561234922210963,"(294.45726013183594, 1.0157546997070312, 337.0435609817505)",4410979,3903408,nan,nan,nan,nan,nan,nan,nan,nan,0.9160470624413192,0.08395293755868087,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.9981411873239575,0.0018588126760425983,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0078977474429491,-1.0150786858525587,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007210,2942168,0.37994635248565006,"(189.51587200164795, 1.0125832557678223, 210.07033896446228)",2350338,2925982,nan,nan,nan,nan,nan,nan,nan,nan,0.88688166214365,0.11311833785634995,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9987402245261883,0.0012597754738117306,nan,nan,nan,nan,nan,nan,nan,nan,0.7619047619047619,0.23809523809523808,nan,nan,nan,nan,nan,nan,nan,nan,1.0659451131329503,-1.0146183269145022,nan,nan,nan,nan,nan,nan,nan,nan
NC_005957,5237682,0.3540533770473274,"(335.1699664592743, 1.4559311866760254, 387.4142122268677)",5234604,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016561,4751226,0.5219183427603739,"(250.55340933799744, 1.6124484539031982, 295.29468274116516)",4016907,126,807862,nan,nan,nan,nan,nan,nan,nan,0.671137968261854,0.23974644938913248,0.2365048656027838,nan,nan,nan,nan,nan,nan,nan,0.75,0.16666666666666666,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan,0.7834139047855622,0.4325726815007308,0.2261812634750181,nan,nan,nan,nan,nan,nan,nan,0.48,0.12,0.4,nan,nan,nan,nan,nan,nan,nan,1.5080789088037951,-1.0278360100318062,-1.1771318518665632,nan,nan,nan,nan,nan,nan,nan
NZ_CP011934,4238922,0.3500397034906516,"(245.03885197639465, 0.7421488761901855, 273.91459941864014)",4227918,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023464,3669595,0.4102223814889654,"(220.48597025871277, 1.8674962520599365, 249.92252278327942)",3665966,2709236,nan,nan,nan,nan,nan,nan,nan,nan,0.8664472839515195,0.13355271604848062,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9993418518545581,0.0006581481454418503,nan,nan,nan,nan,nan,nan,nan,nan,0.7,0.3,nan,nan,nan,nan,nan,nan,nan,nan,1.0550293559915813,-1.0073999997893575,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022393,4914770,0.5073787786610564,"(290.5696949958801, 2.4859044551849365, 332.91720843315125)",474682,3672336,nan,nan,nan,nan,nan,nan,nan,nan,0.931457029646298,0.06854297035370198,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9996342468336309,0.00036575316636910937,nan,nan,nan,nan,nan,nan,nan,nan,0.8947368421052632,0.10526315789473684,nan,nan,nan,nan,nan,nan,nan,nan,1.028566267069004,-1.0217278837966157,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023185,6138996,0.5595457302790229,"(383.49047923088074, 2.42311954498291, 443.59117817878723)",2599582,6127515,nan,nan,nan,nan,nan,nan,nan,nan,0.7373049119060036,0.22707545319601974,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.8119147357180108,0.08122635958805924,nan,nan,nan,nan,nan,nan,nan,nan,0.65,0.35,nan,nan,nan,nan,nan,nan,nan,nan,1.7789054163655882,-1.0329871696451685,nan,nan,nan,nan,nan,nan,nan,nan
NC_014915,3628883,0.5242591177505586,"(241.55800557136536, 1.1282660961151123, 267.7538537979126)",3625632,614560,nan,nan,nan,nan,nan,nan,nan,nan,0.8829460859869478,0.11705391401305217,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9988382579608435,0.0011617420391565325,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,1.0652767062093806,-1.0132377697469517,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016171,5966919,0.6727022773394443,"(409.2594373226166, 2.721872091293335, 469.01748991012573)",5938131,3838103,nan,nan,nan,nan,nan,nan,nan,nan,0.8768797493413739,0.1231202506586261,nan,nan,nan,nan,nan,nan,nan,nan,0.9166666666666666,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,0.9996868670717407,0.0003131329282592965,nan,nan,nan,nan,nan,nan,nan,nan,0.7142857142857143,0.2857142857142857,nan,nan,nan,nan,nan,nan,nan,nan,1.0455017879326673,-1.0094366795293306,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP024256,4914654,0.5076396018926256,"(326.2824857234955, 1.6016817092895508, 359.6876230239868)",904144,4911824,2189790,nan,nan,nan,nan,nan,nan,nan,0.6665040021177474,0.31676113745300055,0.13833930272555747,nan,nan,nan,nan,nan,nan,nan,0.5,0.2777777777777778,0.2222222222222222,nan,nan,nan,nan,nan,nan,nan,0.9995120063532421,0.3648133268889162,0.00048799364675788937,nan,nan,nan,nan,nan,nan,nan,0.5,0.3076923076923077,0.19230769230769232,nan,nan,nan,nan,nan,nan,nan,1.3637976289639644,-1.2697060385855545,-1.002447634730573,nan,nan,nan,nan,nan,nan,nan
NZ_CP020882,5330822,0.6470439268090362,"(288.48675203323364, 0.9426772594451904, 337.6844606399536)",641759,5259000,nan,nan,nan,nan,nan,nan,nan,nan,0.8426457810341307,0.15735421896586932,nan,nan,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.47058823529411764,nan,nan,nan,nan,nan,nan,nan,nan,0.9985255783965097,0.0014744216034903168,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0024239479043686,-1.0138081297234587,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP019035,4609911,0.5220343733317194,"(292.5432093143463, 1.1116344928741455, 329.38869643211365)",2111,3392704,nan,nan,nan,nan,nan,nan,nan,nan,0.7184731156836092,0.2551739236528836,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.7054193470508276,0.21552177095865088,nan,nan,nan,nan,nan,nan,nan,nan,0.55,0.45,nan,nan,nan,nan,nan,nan,nan,nan,1.722390061423055,-1.281850147295871,nan,nan,nan,nan,nan,nan,nan,nan
NC_015946,832603,0.26939249558312905,"(57.32891774177551, 0.40235304832458496, 63.73873710632324)",33000,751447,585909,287985,nan,nan,nan,nan,nan,nan,0.6434975116747214,0.42169175789370605,0.13985232961492702,0.11205804388083425,nan,nan,nan,nan,nan,nan,0.7333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,nan,nan,nan,nan,nan,nan,0.9971592016908307,0.7984086070144516,0.15289032217811438,0.00284079830916939,nan,nan,nan,nan,nan,nan,0.2,0.2,0.2,0.4,nan,nan,nan,nan,nan,nan,1.3253984080942152,-1.1412268634599814,-1.0201696859220144,-1.0099053272787168,nan,nan,nan,nan,nan,nan
NZ_CP015589,5160326,0.35476305179168915,"(292.55699276924133, 1.045003890991211, 325.6643431186676)",1673828,5159490,nan,nan,nan,nan,nan,nan,nan,nan,0.538563829787234,0.45552065771055744,nan,nan,nan,nan,nan,nan,nan,nan,0.5625,0.4375,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.4822534624933744,nan,nan,nan,nan,nan,nan,nan,nan,0.5531914893617021,0.44680851063829785,nan,nan,nan,nan,nan,nan,nan,nan,1.1866156895584927,0.02470185885633125,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP025466,5359967,0.5750233163748956,"(345.51275300979614, 3.079758405685425, 383.2941792011261)",24328,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8888097253229267,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6664291759687799,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0004363638317626,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LN831029,6813182,0.673750385649466,"(433.2269859313965, 1.8217623233795166, 493.463666677475)",6754843,1259684,2445757,nan,nan,nan,nan,nan,nan,nan,0.7832434322999116,0.3269029366413561,0.055645456588977356,nan,nan,nan,nan,nan,nan,nan,0.5,0.3333333333333333,0.16666666666666666,nan,nan,nan,nan,nan,nan,nan,0.9997302968997346,0.4973754765907349,0.0002697031002654171,nan,nan,nan,nan,nan,nan,nan,0.85,0.15,0.0,nan,nan,nan,nan,nan,nan,nan,1.08481375005615,-1.0405199326482668,-1.0325485042781404,nan,nan,nan,nan,nan,nan,nan
NZ_CP017123,4106365,0.6770669436350641,"(260.8733913898468, 1.109708547592163, 290.5845925807953)",4102630,3477437,732500,nan,nan,nan,nan,nan,nan,nan,0.6572335252677065,0.4957577785440019,0.16694063415441085,nan,nan,nan,nan,nan,nan,nan,0.42857142857142855,0.32142857142857145,0.25,nan,nan,nan,nan,nan,nan,nan,0.9597958138983577,0.9991780975367675,0.0008219024632325489,nan,nan,nan,nan,nan,nan,nan,0.5833333333333334,0.16666666666666666,0.25,nan,nan,nan,nan,nan,nan,nan,1.3678882432933106,-1.1419230983515805,-1.0034406954976314,nan,nan,nan,nan,nan,nan,nan
NZ_CP021111,5380929,0.6754341118420258,"(296.54169726371765, 2.3639514446258545, 342.8815038204193)",5326728,2450448,2924656,nan,nan,nan,nan,nan,nan,nan,0.9258365372184727,0.03831600983110889,0.03712642574449019,nan,nan,nan,nan,nan,nan,nan,0.7777777777777778,0.1111111111111111,0.1111111111111111,nan,nan,nan,nan,nan,nan,nan,0.9997318338776405,0.0038369183822155595,0.00026816612235947,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,1.0070275539660747,-1.0330788047482438,-1.0269149485721991,nan,nan,nan,nan,nan,nan,nan
NZ_CP024458,5267491,0.5752271812139783,"(316.4415671825409, 0.7756099700927734, 363.73494029045105)",4718234,3445,nan,nan,nan,nan,nan,nan,nan,nan,0.7298848115328896,0.3487821215998928,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.7633386451249848,0.47266215427336267,nan,nan,nan,nan,nan,nan,nan,nan,0.5263157894736842,0.47368421052631576,nan,nan,nan,nan,nan,nan,nan,nan,1.7601466753646227,-1.2864987464307243,nan,nan,nan,nan,nan,nan,nan,nan
NC_018590,2840185,0.382644440414973,"(164.7001392841339, 0.7163903713226318, 182.83727598190308)",2839198,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_018585,2941360,0.3799235727690592,"(154.81304907798767, 0.43062758445739746, 173.27073407173157)",2940341,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022604,2585393,0.5359042126284089,"(177.7448353767395, 0.38376355171203613, 190.33059167861938)",2430400,2172589,nan,nan,nan,nan,nan,nan,nan,nan,0.5383702286608153,0.42468396254221297,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan,0.5151106859824461,0.3740518876266389,nan,nan,nan,nan,nan,nan,nan,nan,0.6,0.4,nan,nan,nan,nan,nan,nan,nan,nan,1.6017473923714354,-0.7851747476435387,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016525,4751375,0.5219188129751914,"(270.61414217948914, 0.8831360340118408, 306.8288254737854)",4017049,123,807862,nan,nan,nan,nan,nan,nan,nan,0.6711350762870647,0.23975224927943925,0.23652517580079277,nan,nan,nan,nan,nan,nan,nan,0.75,0.16666666666666666,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan,0.7834052288611942,0.4325900811716511,0.2262421940690449,nan,nan,nan,nan,nan,nan,nan,0.48,0.12,0.4,nan,nan,nan,nan,nan,nan,nan,1.5080980622346933,-1.027834186293533,-1.1771795357929031,nan,nan,nan,nan,nan,nan,nan
NZ_CP018545,1186309,0.5734290138572665,"(67.82415890693665, 0.4340832233428955, 74.88119912147522)",1039000,639076,1178232,nan,nan,nan,nan,nan,nan,nan,0.28758169934640526,0.24183006535947713,0.1372549019607843,nan,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.058823529411764705,0.4117647058823529,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.6666666666666666,0.0,nan,nan,nan,nan,nan,nan,nan,-1.1930819602929725,-1.2868802495195562,-1.0081428691877088,nan,nan,nan,nan,nan,nan,nan
NZ_CP003494,4334064,0.6565101484426626,"(271.7836763858795, 1.3811907768249512, 308.938631772995)",4051408,55931,3558609,444187,nan,nan,nan,nan,nan,nan,0.7857142857142857,0.29710373945159496,0.17995880679379983,0.023809523809523808,nan,nan,nan,nan,nan,nan,0.6428571428571429,0.07142857142857142,0.07142857142857142,0.21428571428571427,nan,nan,nan,nan,nan,nan,1.0,0.5341683612119278,0.3255907060956852,0.0,nan,nan,nan,nan,nan,nan,0.7142857142857143,0.2857142857142857,0.0,0.0,nan,nan,nan,nan,nan,nan,1.012885341181419,-1.0787281603566052,-1.175574435318837,-1.0227465492147028,nan,nan,nan,nan,nan,nan
NC_020238,5646799,0.35278677353311144,"(334.6323537826538, 1.2059810161590576, 389.3760492801666)",2581,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_009699,3995387,0.2830889723573711,"(222.8272557258606, 0.8845057487487793, 244.6900794506073)",3995156,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007200,2870277,0.3802134776538989,"(178.5796275138855, 1.3058650493621826, 192.6827700138092)",2869296,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014554,3254376,0.4457659471431697,"(208.15830183029175, 1.0216634273529053, 229.1816759109497)",3252666,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017960,2698137,0.38150953787743175,"(141.2691297531128, 0.4151778221130371, 150.72968792915344)",2661797,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011491,6235754,0.6858634898041199,"(341.7865035533905, 1.6668484210968018, 398.9433352947235)",6233783,4119376,nan,nan,nan,nan,nan,nan,nan,nan,0.8831826000561036,0.11681739994389635,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9995478001683109,0.00045219983168909295,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,1.0625199807983874,-1.013088811624443,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023584,4411215,0.6560668659314951,"(257.81736516952515, 1.2820158004760742, 291.52149987220764)",4410904,3903341,nan,nan,nan,nan,nan,nan,nan,nan,0.916047052711678,0.08395294728832203,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.998141158135034,0.0018588418649660987,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0078977683906887,-1.0150787442967166,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP025050,6638559,0.6595838042563152,"(414.9548451900482, 3.2262208461761475, 486.4738914966583)",6553018,524287,nan,nan,nan,nan,nan,nan,nan,nan,0.8240204982442859,0.175979501755714,nan,nan,nan,nan,nan,nan,nan,nan,0.5625,0.4375,nan,nan,nan,nan,nan,nan,nan,nan,0.9984503836217469,0.001549616378253127,nan,nan,nan,nan,nan,nan,nan,nan,0.9111111111111111,0.08888888888888889,nan,nan,nan,nan,nan,nan,nan,nan,1.005145081318326,-1.1550439271044022,nan,nan,nan,nan,nan,nan,nan,nan
NC_018664,3105335,0.2993464473237187,"(181.6764018535614, 0.9234287738800049, 206.8187665939331)",27,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021362,4077847,0.6408001575341106,"(228.89413380622864, 1.1079339981079102, 255.79563117027283)",60274,3709059,nan,nan,nan,nan,nan,nan,nan,nan,0.8256397925904894,0.1743602074095106,nan,nan,nan,nan,nan,nan,nan,nan,0.8125,0.1875,nan,nan,nan,nan,nan,nan,nan,nan,0.9977527111048015,0.0022472888951985404,nan,nan,nan,nan,nan,nan,nan,nan,0.6666666666666666,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,1.0341474345050008,-1.0012847851814977,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014955,5074222,0.6413398940763727,"(280.2767188549042, 1.1776702404022217, 318.77867341041565)",5073975,446262,nan,nan,nan,nan,nan,nan,nan,nan,0.8825722469669022,0.11742775303309787,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9977167409007064,0.002283259099293611,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,1.0696125676323218,-1.013467846738906,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023607,4411137,0.6561199527468768,"(283.30885672569275, 1.4561779499053955, 330.5835511684418)",4410834,3903275,nan,nan,nan,nan,nan,nan,nan,nan,0.9160470478467428,0.0839529521532572,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.9981411435402284,0.001858856459771574,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0078977780718335,-1.0150787733311697,nan,nan,nan,nan,nan,nan,nan,nan
